FIFA,OPTA,Fifa Ovr,Crossing,Finishing,ShortPassing,Dribbling,LongPassing,StandingTackle,SlidingTackle
J. Stryger Larsen,"Jens Stryger Larsen Udinese, 28, D(CLR),M(R) ",73,70,48,66,68,60,76,74
L. Stulac,"Leo Stulac Parma Calcio 1913, 24, M(C) ",69,60,52,74,60,70,69,66
A. Bastoni,"Alessandro Bastoni Parma Calcio 1913, 20, D(C) ",67,33,26,55,36,42,74,68
Juan Jesus,"Juan Jesus Roma, 28, D(CL) ",77,66,20,58,60,56,79,76
K. Babacar,"Khouma Babacar Sassuolo, 26, FW ",75,50,75,64,72,46,26,24
A. Ounas,"Adam Ounas Napoli, 22, AM(CLR) ",73,65,68,72,79,65,54,47
D. Bessa,"Daniel Bessa Genoa, 26, AM(C) ",72,69,64,76,75,74,49,46
F. Romagna,"Filippo Romagna Cagliari, 22, D(C) ",72,38,23,66,51,65,75,72
V. Laurini,"Vincent Laurini Fiorentina, 30, D(R) ",74,70,22,66,64,60,76,74
P. Jaroszyński,"Pawel Jaroszynski Chievo, 24, D(L),M(L) ",65,64,39,61,54,60,68,65
F. Barba,"Federico Barba Chievo, 26, D(CL) ",73,37,21,61,48,56,73,74
Y. Chibsah,"Raman Chibsah Frosinone, 26, M(C) ",71,59,58,73,69,68,66,62
A. Reca,"Arkadiusz Reca Atalanta, 24, Defender ",63,57,56,65,73,62,62,59
R. Klavan,"Ragnar Klavan Cagliari, 33, D(C) ",77,52,38,72,56,73,80,77
B. Cesar,"Bostjan Cesar Chievo, 37, D(C) ",73,20,14,54,54,54,77,73
S. De Maio,"Sebastien De Maio Udinese, 32, D(C) ",77,11,20,50,52,54,80,78
S. Edera,"Simone Edera Bologna, 22, Midfielder ",67,64,64,65,73,58,32,34
J. Djourou,"Johan Djourou SPAL 2013, 32, D(C) ",73,44,35,58,31,44,73,72
L. Pellegrini,"Luca Pellegrini Cagliari, 20, D(L) ",78,72,60,82,76,79,74,72
E. Fernandes,"Edimilson Fernandes Fiorentina, 23, M(CR) ",71,57,62,74,73,70,60,55
D. Ciofani,"Daniel Ciofani Frosinone, 34, FW ",73,26,75,57,53,23,14,12
G. Magnani,"Giangiacomo Magnani Sassuolo, 23, D(C) ",66,40,33,54,40,45,68,65
M. Valdifiori,"Mirko Valdifiori SPAL 2013, 33, DMC ",75,75,46,84,70,84,70,66
C. Molinaro,"Cristian Molinaro Frosinone, 36, D(L),M(L) ",72,74,33,70,69,61,75,74
M. Scozzarella,"Matteo Scozzarella Parma Calcio 1913, 31, M(C) ",69,76,58,71,68,68,49,46
E. Rigoni,"Emiliano Rigoni Atalanta, 26, AM(CLR) ",78,75,73,73,82,71,41,55
S. Floccari,"Sergio Floccari SPAL 2013, 37, FW ",74,56,80,68,71,48,20,16
F. Viviani,"Federico Viviani Frosinone, 27, DMC ",76,72,59,79,78,77,69,68
Sandro,"Sandro Genoa, 30, M(C) ",75,60,65,73,69,72,73,73
S. Luperto,"Sebastiano Luperto Napoli, 22, D(C) ",70,65,50,65,52,54,72,72
Bastos,"Bastos Lazio, 28, D(C) ",78,36,30,70,55,65,80,77
O. Hiljemark,"Oscar Hiljemark Genoa, 27, AM(C) ",73,68,48,76,70,76,70,58
E. Giaccherini,"Emanuele Giaccherini Chievo, 34, M(CLR) ",77,78,66,78,81,70,62,66
F. Cacciatore,"Fabrizio Cacciatore Cagliari, 32, D(LR) ",73,69,45,65,61,65,77,77
F. Magnanelli,"Francesco Magnanelli Sassuolo, 34, DMC ",75,61,45,72,56,71,76,75
Miguel Veloso,"Miguel Veloso Genoa, 33, M(C) ",73,82,61,83,73,85,72,70
M. Wagué,"Molla Wagué Udinese, 28, D(C) ",73,36,31,49,36,51,74,72
L. Spinazzola,"Leonardo Spinazzola Juventus, 26, D(L),M(L) ",77,76,60,74,81,70,76,76
A. Sanabria,"Antonio Sanabria Real Betis, 23, FW ",79,67,81,74,82,63,20,15
S. Zaza,"Simone Zaza Torino, 28, FW ",81,52,80,71,77,45,42,50
S. Verdi,"Simone Verdi Napoli, 27, AM(CLR),FW ",81,82,67,82,84,76,48,60
F. Depaoli,"Fabio Depaoli Chievo, 22, D(R),DMC,M(R) ",66,69,50,65,70,66,52,54
Bremer,"Bremer Torino, 22, D(C) ",71,34,35,66,55,54,70,69
G. Pandev,"Goran Pandev Genoa, 36, M(CR),FW ",75,69,73,74,83,65,40,35
Borja Valero,"Borja Valero Inter, 34, M(CL) ",81,78,67,89,85,85,66,62
Samu Castillejo,"Samu Castillejo AC Milan, 24, AM(CLR) ",82,81,77,80,85,77,43,25
F. Di Francesco,"Federico Di Francesco Sassuolo, 25, M(LR) ",76,77,60,77,83,67,38,36
F. Đuričić,"Filip Djuricic Sassuolo, 27, AM(CLR),FW ",74,65,64,74,77,71,35,43
R. Soriano,"Roberto Soriano Bologna, 28, AM(CL) ",77,77,72,78,78,77,69,67
Ronaldo Vieira,"Ronaldo Vieira Sampdoria, 21, DMC ",72,56,53,74,71,67,72,68
L. Antonelli,"Luca Antonelli Empoli, 32, D(L),M(CL) ",76,76,51,72,73,68,78,78
C. Adjapong,"Claud Adjapong Sassuolo, 21, D(R),M(LR) ",71,74,51,70,75,65,73,74
Patric,"Patric Lazio, 26, D(CR),M(R) ",72,65,49,72,60,55,76,74
J. Biabiany,"Jonathan Biabiany Parma Calcio 1913, 31, M(LR),FW ",74,72,66,69,77,54,30,30
R. Saponara,"Riccardo Saponara Sampdoria, 27, AM(C) ",78,74,64,80,83,74,34,30
D. Maietta,"Domenico Maietta Empoli, 37, D(C) ",72,28,13,56,43,53,78,74
R. Karsdorp,"Rick Karsdorp Roma, 24, D(R) ",75,77,53,72,76,73,75,75
Iuri Medeiros,"Iuri Medeiros Genoa, 25, AM(CR),FW ",76,78,72,76,81,72,31,26
E. Schelotto,"Ezequiel Schelotto Chievo, 30, D(R),M(LR) ",73,75,52,69,74,65,72,70
A. La Gumina,"Antonino La Gumina Empoli, 23, FW ",68,51,68,59,66,50,27,22
M. Pjaca,"Marko Pjaca Fiorentina, 24, AM(L),FW ",76,76,61,77,86,67,42,34
S. Lukić,"Sasa Lukic Torino, 23, DMC ",73,66,54,80,77,75,72,71
A. Acquah,"Afriyie Acquah Empoli, 27, DMC ",73,64,59,74,76,68,77,76
F. Bradarić,"Filip Bradaric Cagliari, 27, DMC ",70,57,45,77,61,75,73,70
L. Crisetig,"Lorenzo Crisetig Frosinone, 26, M(C) ",74,62,33,78,72,76,72,60
Kevin,"Kevin Mirallas Fiorentina, 31, M(CLR),FW ",68,69,44,64,65,46,67,70
E. Rolón,"Esteban Rolón Genoa, 24, DMC ",70,54,42,73,57,71,68,66
Matheus Pereira,"Matheus Pereira Nuernberg, 23, AM(LR) ",76,73,73,73,82,63,37,29
S. Pellissier,"Sergio Pellissier Chievo, 40, FW ",72,64,78,68,68,44,27,23
S. Padoin,"Simone Padoin Cagliari, 35, D(LR),M(CLR) ",71,73,51,75,74,72,74,71
P. Hetemaj,"Perparim Hetemaj Chievo, 32, M(CL) ",77,74,54,78,77,76,72,76
N. Opoku,"Nicholas Opoku Udinese, 22, D(C) ",66,39,29,51,44,46,68,64
M. Valoti,"Mattia Valoti SPAL 2013, 25, AM(CL) ",69,72,55,77,74,72,46,45
A. Deiola,"Alessandro Deiola Parma Calcio 1913, 24, M(C) ",64,48,58,66,60,64,65,53
M. Antenucci,"Mirco Antenucci SPAL 2013, 34, AM(C),FW ",76,59,80,74,79,56,36,32
P. Sammarco,"Paolo Sammarco Frosinone, 36, M(C) ",68,60,45,69,66,71,66,58
B. Dabo,"Bryan Dabo Fiorentina, 27, D(R),M(CR) ",74,66,62,77,74,73,76,72
A. Nagy,"Ladislav Krejci Bologna, 27, M(L) ",76,72,48,80,80,78,73,67
L. Krejčí,"Ádám Nagy Bologna, 24, DMC ",75,78,60,78,79,70,47,43
M. Sprocati,"Mattia Sprocati Parma Calcio 1913, 26, Midfielder ",72,70,71,70,77,65,22,17
A. Favilli,"Andrea Favilli Genoa, 22, Forward ",69,37,72,56,65,37,24,10
A. Candreva,"Antonio Candreva Inter, 32, M(CLR) ",81,83,73,78,82,73,63,53
V. Berisha,"Valon Berisha Lazio, 26, AM(C) ",76,63,66,73,77,71,56,54
G. Lapadula,"Gianluca Lapadula Genoa, 29, FW ",76,50,80,68,75,34,15,18
Pedro Pereira,"Pedro Pereira Genoa, 21, D(R),M(R) ",69,65,35,64,65,57,72,68
D. Machís,"Darwin Machís Udinese, 26, AM(L) ",75,70,73,72,82,66,35,24
F. Cassata,"Francesco Cassata Frosinone, 22, AM(C) ",69,62,36,74,70,70,59,50
M. Pasqual,"Manuel Pasqual Empoli, 37, D(L),M(L) ",74,86,46,78,72,77,73,72
M. Stępiński,"Mariusz Stepinski Chievo, 24, FW ",73,51,77,71,71,54,18,17
D. Laxalt,"Diego Laxalt AC Milan, 26, D(L),M(CL) ",78,78,60,78,77,74,64,68
Diego Farías,"Diego Farias Empoli, 29, AM(CLR),FW ",73,66,65,72,78,55,27,12
Bruno,"Bruno Jordao Lazio, 20, Midfielder ",77,21,23,73,34,68,81,80
S. Kiyine,"Sofian Kiyine Chievo, 21, Midfielder ",66,60,48,67,70,67,59,59
N. Tomović,"Nenad Tomovic Chievo, 32, D(CLR) ",75,70,22,64,62,66,80,80
M. Gori,"Mirko Gori Frosinone, 26, M(C) ",70,47,50,74,67,71,67,64
M. Pajač,"Marko Pajac Empoli, 26, M(L) ",70,66,64,72,72,71,62,62
M. Gazzola,"Marcello Gazzola Parma Calcio 1913, 34, D(R),M(R) ",73,75,40,65,64,60,73,72
A. Cerri,"Alberto Cerri Cagliari, 23, FW ",72,40,75,65,68,45,34,30
Lyanco,"Lyanco Bologna, 22, D(C) ",71,35,33,67,45,52,74,70
D. Soddimo,"Danilo Soddimo Frosinone, 31, AM(L) ",69,70,57,66,71,62,40,33
Roberto,"Roberto Piccoli Atalanta, 18, Forward ",77,15,14,39,12,38,15,18
N. Frey,"Nicolas Frey Chievo, 35, D(CLR) ",69,65,42,65,61,61,75,72
M. Svanberg,"Mattias Svanberg Bologna, 20, M(CL) ",69,68,64,69,71,66,46,48
G. Pezzella,"Giuseppe Pezzella Udinese, 21, D(L),M(L) ",71,72,49,69,72,66,70,68
L. Šimić,"Lorenco Simic SPAL 2013, 23, D(C) ",67,38,30,52,39,43,70,70
P. Cutrone,"Salih Ucan Empoli, 25, AM(C) ",77,48,80,70,74,34,20,18
L. Capezzi,"Patrick Cutrone AC Milan, 21, FW ",71,63,56,76,64,74,59,56
A. Barzagli,"Leonardo Capezzi Empoli, 24, M(C) ",84,40,21,65,64,65,90,82
G. Moncini,"Andrea Barzagli Juventus, 38, D(CR) ",67,42,69,63,62,46,33,30
M. Barrow,"Musa Barrow Atalanta, 20, FW ",68,40,66,56,69,40,20,16
M. Cáceres,"Martín Cáceres Juventus, 32, D(CLR),M(R) ",78,69,37,67,60,65,78,77
N. Rigoni,"Nicola Rigoni Chievo, 28, DMC ",74,61,46,78,71,76,68,64
M. Destro,"Mattia Destro Bologna, 28, FW ",76,56,78,68,74,42,22,20
N. Spolli,"Nicolás Spolli Genoa, 36, D(C) ",75,25,36,45,45,45,78,74
P. Ghiglione,"Paolo Ghiglione Frosinone, 22, M(R) ",63,63,60,57,57,49,62,59
F. Veseli,"Frederic Veseli Empoli, 26, D(CLR) ",70,62,35,64,62,56,72,70
J. Campbell,"Joel Campbell Frosinone, 27, AM(LR),FW ",76,75,70,73,78,70,40,42
F. Zampano,"Francesco Zampano Frosinone, 25, D(R),M(R) ",70,72,28,68,71,60,70,68
V. Birsa,"Valter Birsa Chievo, 33, M(CLR),FW ",80,78,62,82,84,76,52,40
R. Vloet,"Rai Vloet Frosinone, 24, AM(C) ",67,52,68,66,65,65,42,33
M. Brighi,"Matteo Brighi Empoli, 38, M(C) ",69,64,60,72,66,70,60,58
L. Pellegrini,"Luca Pellegrini Cagliari, 20, D(L) ",78,72,60,82,76,79,74,72
A. Dioussé,"Assane Dioussé Saint-Etienne, 21, DMC ",72,50,34,76,73,74,70,68
D. Falcinelli,"Diego Falcinelli Bologna, 28, FW ",74,32,78,64,70,54,15,15
V. Parigini,"Vittorio Parigini Torino, 23, AM(CL) ",68,63,69,65,73,43,18,11
A. Matri,"Alessandro Matri Sassuolo, 35, FW ",72,50,73,67,64,45,28,24
M. Andreolli,"Marco Andreolli Chievo, 33, D(C) ",74,22,16,55,49,55,79,76
G. Donsah,"Godfred Donsah Bologna, 23, DMC ",76,74,52,78,78,76,72,72
J. Lukaku,"Jordan Lukaku Lazio, 25, D(L),M(L) ",77,79,54,74,80,66,74,72
E. Badu,"Emmanuel Badu Udinese, 28, DMC ",75,69,60,76,76,69,74,72
C. Théréau,"Cyril Théréau Cagliari, 36, AM(CL),FW ",76,70,80,76,79,60,24,20
A. Ciciretti,"Amato Ciciretti Parma Calcio 1913, 25, AM(R) ",74,67,67,80,75,73,26,24
M. Gobbi,"Massimo Gobbi Parma Calcio 1913, 38, D(L),M(L) ",71,79,44,71,68,71,78,79
D. Kownacki,"Dawid Kownacki Fortuna Duesseldorf, 22, AM(L),FW ",70,54,72,66,66,59,18,16
A. Ba,"Antonin Barak Udinese, 24, AM(C) ",73,35,22,58,35,41,74,68
J. Untersee,"Joel Untersee Empoli, 25, Defender ",65,67,48,67,62,62,67,68
M. Pessina,"Matteo Pessina Atalanta, 22, Midfielder ",68,52,42,76,70,70,61,60
E. Brignola,"Enrico Brignola Sassuolo, 20, AM(CR) ",70,65,66,69,73,63,12,13
A. Ranocchia,"Andrea Ranocchia Inter, 31, D(C) ",76,45,22,67,58,65,80,76
V. Regini,"Vasco Regini SPAL 2013, 28, D(CL) ",72,64,32,64,56,60,78,76
F. Dionisi,"Federico Dionisi Frosinone, 32, AM(L),FW ",73,42,74,65,68,36,27,29
L. Mazzitelli,"Luca Mazzitelli Genoa, 23, DMC ",73,68,40,76,71,75,70,68
L. Teodorczyk,"Lukasz Teodorczyk Udinese, 28, FW ",76,57,77,69,65,45,22,20
F. Ceravolo,"Fabio Ceravolo Parma Calcio 1913, 32, FW ",72,60,75,65,74,50,18,16
R. Durmisi,"Riza Durmisi Lazio, 25, D(L),M(L) ",76,77,53,74,73,63,69,73
S. Perica,"Stipe Perica Frosinone, 24, FW ",72,44,72,58,66,38,22,18
S. Mraz,"Samuel Mráz Empoli, 22, Forward ",68,50,70,65,65,50,20,17
A. Di Gaudio,"Antonio Di Gaudio Parma Calcio 1913, 30, AM(L) ",74,71,66,68,76,56,21,24
M. Trotta,"Marcello Trotta Frosinone, 26, AM(R),FW ",72,64,70,58,66,43,32,37
A. Paloschi,"Alberto Paloschi SPAL 2013, 29, FW ",76,52,80,68,69,42,16,16
J. Jankto,"Jakub Jankto Sampdoria, 23, AM(CL) ",76,70,66,78,76,75,70,66
D. Dessena,"Daniele Dessena Cagliari, 32, D(R),M(C) ",70,66,55,69,70,66,74,76
L. Dickmann,"Lorenzo Dickmann SPAL 2013, 22, Defender ",69,67,29,63,67,54,72,74
O. Okwonkwo,"Orji Okwonkwo Bologna, 21, AM(R) ",70,72,48,74,77,61,44,42
A. Da Cruz,"Alessio Da Cruz Parma Calcio 1913, 22, Midfielder ",63,60,65,59,65,48,35,26
A. Deiola,"Alessandro Deiola Parma Calcio 1913, 24, M(C) ",64,48,58,66,60,64,65,53
M. Sau,"Marco Sau Cagliari, 31, AM(C),FW ",73,68,69,73,77,59,22,22
L. Mchedlidze,"Levan Mchedlidze Empoli, 29, FW ",70,42,72,64,68,50,34,20
S. Edera,"Simone Edera Bologna, 22, Midfielder ",67,64,64,65,73,58,32,34
M. Sau,"Marco Sau Cagliari, 31, AM(C),FW ",73,68,69,73,77,59,22,22
M. Andreolli,"Marco Andreolli Chievo, 33, D(C) ",74,22,16,55,49,55,79,76
B. Wilmot,"Ben Wilmot Watford, 19, Defender ",59,23,16,41,16,53,57,54
Lucas Piazon,"Lucas Piazon Chievo, 25, AM(CLR) ",72,71,73,75,72,68,32,47
M. Pucciarelli,"Manuel Pucciarelli Chievo, 28, FW ",74,62,74,72,77,58,32,28
E. Hallfreðsson,"Emil Hallfredsson Udinese, 35, AM(C) ",72,68,50,77,74,74,72,68
Éverton Luiz,"Everton Luiz SPAL 2013, 31, DMC ",67,63,42,62,62,61,66,71
M. Cáceres,"Martín Cáceres Juventus, 32, D(CLR),M(R) ",78,69,37,67,60,65,78,77
N. Paz,"Nehuén Paz Bologna, 26, D(CL) ",70,58,30,56,56,54,72,70
S. Ingelsson,"Svante Ingelsson Udinese, 21, AM(R) ",66,60,50,74,68,68,56,52
D. Vlahovic,"Dusan Vlahovic Fiorentina, 19, Forward ",61,41,65,60,55,38,25,24
S. Omeonga,"Stephane Omeonga Genoa, 23, M(C) ",60,44,29,65,63,61,60,60
M. Lemos,"Mauricio Lemos Sassuolo, 23, D(C) ",75,50,51,70,68,73,77,73
G. Pezzella,"Giuseppe Pezzella Udinese, 21, D(L),M(L) ",71,72,49,69,72,66,70,68
